"BC7" "Males" "Females" "DateDDMMYY" "TimeHHMM" "ScanYYMMDDHHMM" "ScanExperimenter"
"459" "2800510" "8" "10" "141122" "1318" "1318" "022"
"460" "2800530" "5" "6" "141122" "1319" "1319" "022"
"461" "2800545" "14" "18" "141122" "1321" "1321" "022"
"462" "2800570" "12" "13" "141122" "1322" "1322" "022"
"463" "2800590" "0" "2" "141122" "1323" "1323" "022"
"464" "2800426" "12" "17" "141122" "1325" "1325" "022"
"465" "2800466" "7" "15" "141122" "1327" "1327" "022"
"466" "2800407" "1" "2" "141122" "1330" "1330" "022"
"467" "2800447" "12" "19" "141122" "1332" "1332" "022"
"468" "2800467" "8" "16" "141122" "1333" "1333" "022"
"469" "2800487" "14" "12" "141122" "1335" "1335" "022"
"470" "2800428" "9" "20" "141122" "1337" "1337" "022"
"471" "2800448" "10" "14" "141122" "1339" "1339" "022"
"472" "2800468" "2" "1" "141122" "1339" "1339" "022"
"473" "2800488" "21" "17" "141122" "1342" "1342" "022"
"474" "2800409" "0" "2" "141122" "1342" "1342" "022"
"475" "2800429" "0" "1" "141122" "1343" "1343" "022"
"476" "2800449" "23" "14" "141122" "1345" "1345" "022"
"477" "2800469" "3" "5" "141122" "1349" "1349" "022"
"478" "2800489" "8" "15" "141122" "1351" "1351" "022"
"479" "2800430" "6" "7" "141122" "1352" "1352" "022"
"480" "2800470" "9" "13" "141122" "1353" "1353" "022"
"481" "2800346" "0" "3" "141122" "1353" "1353" "022"
"482" "2800307" "0" "5" "141122" "1354" "1354" "022"
"483" "2800606" "2" "3" "151122" "1539" "1539" "022"
"484" "2800611" "3" "1" "151122" "1539" "1539" "022"
"485" "2800626" "0" "1" "151122" "1540" "1540" "022"
"486" "2800631" "5" "3" "151122" "1540" "1540" "022"
"487" "2800651" "1" "1" "151122" "1541" "1541" "022"
"488" "2800666" "10" "8" "151122" "1542" "1542" "022"
"489" "2800671" "2" "1" "151122" "1543" "1543" "022"
"490" "2800691" "5" "2" "151122" "1544" "1544" "022"
"491" "2800612" "4" "10" "151122" "1545" "1545" "022"
"492" "2800627" "1" "3" "151122" "1546" "1546" "022"
"493" "2800632" "2" "4" "151122" "1546" "1546" "022"
"494" "2800647" "0" "1" "151122" "1547" "1547" "022"
"495" "2800652" "2" "4" "151122" "1548" "1548" "022"
"496" "2800667" "3" "1" "151122" "1548" "1548" "022"
"497" "2800672" "5" "5" "151122" "1549" "1549" "022"
"498" "2800687" "11" "11" "151122" "1550" "1550" "022"
"499" "2800692" "1" "5" "151122" "1551" "1551" "022"
"500" "2800613" "1" "5" "151122" "1552" "1552" "022"
"501" "2800628" "6" "2" "151122" "1553" "1553" "022"
"502" "2800633" "0" "1" "151122" "1554" "1554" "022"
"503" "2800648" "0" "1" "151122" "1554" "1554" "022"
"504" "2800653" "5" "1" "151122" "1559" "1559" "022"
"505" "2800668" "0" "1" "151122" "1559" "1559" "022"
"506" "2800673" "4" "6" "151122" "1600" "1600" "022"
"507" "2800688" "2" "1" "151122" "1601" "1601" "022"
"508" "2800693" "7" "3" "151122" "1602" "1602" "022"
"509" "2800614" "9" "1" "151122" "1603" "1603" "022"
"510" "2800629" "2" "0" "151122" "1603" "1603" "022"
"511" "2800634" "4" "5" "151122" "1604" "1604" "022"
"512" "2800654" "2" "5" "151122" "1605" "1605" "022"
"513" "2800669" "1" "0" "151122" "1606" "1606" "022"
"514" "2800674" "6" "2" "151122" "1606" "1606" "022"
"515" "2800694" "4" "10" "151122" "1607" "1607" "022"
"516" "2800506" "5" "4" "151122" "1609" "1609" "022"
"517" "2800511" "0" "1" "151122" "1609" "1609" "022"
"518" "2800526" "1" "3" "151122" "1610" "1610" "022"
"519" "2800546" "2" "1" "151122" "1610" "1610" "022"
"520" "2800551" "0" "1" "151122" "1611" "1611" "022"
"521" "2800571" "0" "1" "151122" "1611" "1611" "022"
"522" "2800586" "5" "3" "151122" "1612" "1612" "022"
"523" "2800512" "4" "1" "151122" "1618" "1618" "022"
"524" "2800527" "0" "1" "151122" "1618" "1618" "022"
"525" "2800532" "1" "2" "151122" "1619" "1619" "022"
"526" "2800547" "0" "1" "151122" "1619" "1619" "022"
"527" "2800552" "3" "0" "151122" "1620" "1620" "022"
"528" "2800567" "5" "3" "151122" "1621" "1621" "022"
"529" "2800572" "4" "0" "151122" "1621" "1621" "022"
"530" "2800592" "1" "0" "151122" "1622" "1622" "022"
"531" "2800508" "2" "0" "151122" "1622" "1622" "022"
"532" "2800513" "1" "0" "151122" "1623" "1623" "022"
"533" "2800528" "6" "8" "151122" "1624" "1624" "022"
"534" "2800533" "1" "0" "151122" "1624" "1624" "022"
"535" "2800548" "3" "1" "151122" "1625" "1625" "022"
"536" "2800553" "1" "0" "151122" "1626" "1626" "022"
"537" "2800568" "6" "2" "151122" "1627" "1627" "022"
"538" "2800588" "1" "0" "151122" "1627" "1627" "022"
"539" "2800509" "1" "0" "151122" "1628" "1628" "022"
"540" "2800514" "0" "2" "151122" "1628" "1628" "022"
"541" "2800529" "3" "2" "151122" "1629" "1629" "022"
"542" "2800534" "2" "3" "151122" "1630" "1630" "022"
"543" "2800549" "2" "0" "151122" "1630" "1630" "022"
"544" "2800554" "5" "4" "151122" "1638" "1638" "022"
"545" "2800569" "0" "2" "151122" "1638" "1638" "022"
"546" "2800574" "5" "3" "151122" "1639" "1639" "022"
"547" "2800589" "4" "2" "151122" "1640" "1640" "022"
"548" "2800510" "11" "7" "151122" "1641" "1641" "022"
"549" "2800515" "2" "1" "151122" "1641" "1641" "022"
"550" "2800530" "6" "13" "151122" "1643" "1643" "022"
"551" "2800545" "3" "2" "151122" "1643" "1643" "022"
"552" "2800570" "11" "10" "151122" "1645" "1645" "022"
"553" "2800575" "2" "1" "151122" "1646" "1646" "022"
"554" "2800426" "2" "3" "151122" "1646" "1646" "022"
"555" "2800431" "0" "1" "151122" "1647" "1647" "022"
"556" "2800446" "0" "1" "151122" "1647" "1647" "022"
"557" "2800466" "11" "11" "151122" "1648" "1648" "022"
"558" "2800486" "0" "3" "151122" "1649" "1649" "022"
"559" "2800407" "17" "13" "151122" "1654" "1654" "022"
"560" "2800412" "1" "0" "151122" "1655" "1655" "022"
"561" "2800447" "5" "2" "151122" "1655" "1655" "022"
"562" "2800467" "9" "6" "151122" "1657" "1657" "022"
"563" "2800487" "6" "4" "151122" "1658" "1658" "022"
"564" "2800428" "10" "3" "151122" "1658" "1658" "022"
"565" "2800448" "13" "8" "151122" "1700" "1700" "022"
"566" "2800468" "18" "15" "151122" "1701" "1701" "022"
"567" "2800488" "1" "0" "151122" "1702" "1702" "022"
"568" "2800493" "1" "0" "151122" "1702" "1702" "022"
"569" "2800409" "16" "22" "151122" "1704" "1704" "022"
"570" "2800429" "13" "21" "151122" "1706" "1706" "022"
"571" "2800449" "2" "4" "151122" "1707" "1707" "022"
"572" "2800469" "19" "12" "151122" "1713" "1713" "022"
"573" "2800474" "4" "1" "151122" "1714" "1714" "022"
"574" "2800489" "15" "9" "151122" "1715" "1715" "022"
"575" "2800410" "0" "2" "151122" "1716" "1716" "022"
"576" "2800430" "24" "11" "151122" "1718" "1718" "022"
"577" "2800435" "0" "1" "151122" "1718" "1718" "022"
"578" "2800450" "1" "1" "151122" "1719" "1719" "022"
"579" "2800455" "1" "0" "151122" "1719" "1719" "022"
"580" "2800470" "16" "6" "151122" "1721" "1721" "022"
"581" "2800475" "1" "0" "151122" "1722" "1722" "022"
"582" "2800306" "11" "12" "151122" "1723" "1723" "022"
"583" "2800326" "4" "4" "151122" "1724" "1724" "022"
"584" "2800346" "19" "18" "151122" "1726" "1726" "022"
"585" "2800366" "13" "23" "151122" "1728" "1728" "022"
"586" "2800386" "10" "19" "151122" "1730" "1730" "022"
"587" "2800307" "28" "12" "151122" "1736" "1736" "022"
"588" "2800327" "6" "7" "151122" "1737" "1737" "022"
"589" "2800387" "21" "18" "151122" "1739" "1739" "022"
"590" "2800392" "0" "1" "151122" "1740" "1740" "022"
"591" "2800616" "6" "3" "151122" "1741" "1741" "022"
"592" "2800636" "6" "4" "151122" "1741" "1741" "022"
"593" "2800676" "3" "3" "151122" "1742" "1742" "022"
"594" "2800696" "1" "1" "151122" "1742" "1742" "022"
"595" "2800617" "2" "5" "151122" "1743" "1743" "022"
"596" "2800657" "6" "3" "151122" "1744" "1744" "022"
"597" "2800677" "3" "0" "151122" "1745" "1745" "022"
"598" "2800697" "3" "3" "151122" "1745" "1745" "022"
"599" "2800638" "4" "2" "151122" "1746" "1746" "022"
"600" "2800658" "0" "1" "151122" "1746" "1746" "022"
"601" "2800678" "11" "8" "151122" "1747" "1747" "022"
"602" "2800698" "4" "1" "151122" "1748" "1748" "022"
"603" "2800619" "5" "10" "151122" "1749" "1749" "022"
"604" "2800639" "1" "3" "151122" "1749" "1749" "022"
"605" "2800659" "5" "2" "151122" "1750" "1750" "022"
"606" "2800679" "4" "2" "151122" "1750" "1750" "022"
"607" "2800699" "7" "4" "151122" "1751" "1751" "022"
"608" "2800599" "1" "1" "151122" "1752" "1752" "022"
"609" "2800536" "1" "2" "151122" "1753" "1753" "022"
"610" "2800519" "9" "13" "151122" "1754" "1754" "022"
"611" "2800576" "3" "1" "151122" "1755" "1755" "022"
"612" "2800517" "0" "4" "151122" "1755" "1755" "022"
"613" "2800606" "1" "7" "161122" "1349" "1349" "022"
"614" "2800611" "0" "2" "161122" "1349" "1349" "022"
"615" "2800626" "0" "1" "161122" "1349" "1349" "022"
"616" "2800631" "4" "2" "161122" "1350" "1350" "022"
"617" "2800651" "1" "2" "161122" "1350" "1350" "022"
"618" "2800666" "3" "2" "161122" "1351" "1351" "022"
"619" "2800671" "4" "3" "161122" "1352" "1352" "022"
"620" "2800691" "1" "1" "161122" "1353" "1353" "022"
"621" "2800612" "4" "8" "161122" "1354" "1354" "022"
"622" "2800627" "0" "1" "161122" "1354" "1354" "022"
"623" "2800632" "1" "1" "161122" "1355" "1355" "022"
"624" "2800652" "4" "9" "161122" "1356" "1356" "022"
"625" "2800667" "2" "0" "161122" "1357" "1357" "022"
"626" "2800672" "4" "6" "161122" "1358" "1358" "022"
"627" "2800687" "6" "3" "161122" "1358" "1358" "022"
"628" "2800692" "3" "1" "161122" "1359" "1359" "022"
"629" "2800613" "0" "5" "161122" "1400" "1400" "022"
"630" "2800628" "1" "0" "161122" "1400" "1400" "022"
"631" "2800633" "1" "1" "161122" "1401" "1401" "022"
"632" "2800643" "0" "1" "161122" "1401" "1401" "022"
"633" "2800653" "4" "2" "161122" "1402" "1402" "022"
"634" "2800673" "2" "3" "161122" "1403" "1403" "022"
"635" "2800683" "0" "1" "161122" "1404" "1404" "022"
"636" "2800688" "2" "1" "161122" "1404" "1404" "022"
"637" "2800693" "2" "5" "161122" "1405" "1405" "022"
"638" "2800614" "7" "5" "161122" "1406" "1406" "022"
"639" "2800634" "5" "3" "161122" "1411" "1411" "022"
"640" "2800654" "13" "5" "161122" "1412" "1412" "022"
"641" "2800674" "3" "4" "161122" "1412" "1412" "022"
"642" "2800694" "2" "1" "161122" "1413" "1413" "022"
"643" "2800511" "2" "1" "161122" "1413" "1413" "022"
"644" "2800526" "7" "5" "161122" "1414" "1414" "022"
"645" "2800551" "3" "1" "161122" "1415" "1415" "022"
"646" "2800571" "2" "0" "161122" "1416" "1416" "022"
"647" "2800591" "5" "1" "161122" "1416" "1416" "022"
"648" "2800512" "6" "4" "161122" "1417" "1417" "022"
"649" "2800527" "0" "1" "161122" "1418" "1418" "022"
"650" "2800532" "4" "0" "161122" "1419" "1419" "022"
"651" "2800552" "4" "1" "161122" "1419" "1419" "022"
"652" "2800567" "2" "0" "161122" "1420" "1420" "022"
"653" "2800572" "2" "0" "161122" "1420" "1420" "022"
"654" "2800508" "1" "0" "161122" "1420" "1420" "022"
"655" "2800513" "2" "0" "161122" "1421" "1421" "022"
"656" "2800528" "1" "1" "161122" "1421" "1421" "022"
"657" "2800533" "1" "0" "161122" "1422" "1422" "022"
"658" "2800553" "1" "1" "161122" "1422" "1422" "022"
"659" "2800568" "2" "0" "161122" "1427" "1427" "022"
"660" "2800588" "1" "0" "161122" "1427" "1427" "022"
"661" "2800593" "0" "2" "161122" "1427" "1427" "022"
"662" "2800514" "0" "2" "161122" "1428" "1428" "022"
"663" "2800534" "1" "1" "161122" "1428" "1428" "022"
"664" "2800554" "3" "2" "161122" "1429" "1429" "022"
"665" "2800574" "10" "3" "161122" "1430" "1430" "022"
"666" "2800589" "3" "2" "161122" "1430" "1430" "022"
"667" "2800510" "1" "1" "161122" "1431" "1431" "022"
"668" "2800515" "4" "3" "161122" "1432" "1432" "022"
"669" "2800530" "3" "7" "161122" "1432" "1432" "022"
"670" "2800555" "5" "0" "161122" "1433" "1433" "022"
"671" "2800575" "3" "0" "161122" "1434" "1434" "022"
"672" "2800590" "1" "2" "161122" "1434" "1434" "022"
"673" "2800595" "3" "0" "161122" "1435" "1435" "022"
"674" "2800426" "1" "0" "161122" "1435" "1435" "022"
"675" "2800431" "0" "2" "161122" "1436" "1436" "022"
"676" "2800446" "8" "6" "161122" "1436" "1436" "022"
"677" "2800471" "1" "0" "161122" "1437" "1437" "022"
"678" "2800486" "6" "7" "161122" "1438" "1438" "022"
"679" "2800491" "1" "0" "161122" "1438" "1438" "022"
"680" "2800407" "3" "2" "161122" "1443" "1443" "022"
"681" "2800412" "0" "3" "161122" "1443" "1443" "022"
"682" "2800427" "1" "3" "161122" "1444" "1444" "022"
"683" "2800467" "1" "0" "161122" "1444" "1444" "022"
"684" "2800472" "1" "0" "161122" "1444" "1444" "022"
"685" "2800487" "1" "0" "161122" "1445" "1445" "022"
"686" "2800492" "2" "2" "161122" "1445" "1445" "022"
"687" "2800413" "1" "1" "161122" "1446" "1446" "022"
"688" "2800428" "1" "0" "161122" "1446" "1446" "022"
"689" "2800433" "0" "1" "161122" "1446" "1446" "022"
"690" "2800448" "0" "1" "161122" "1447" "1447" "022"
"691" "2800468" "1" "5" "161122" "1447" "1447" "022"
"692" "2800473" "2" "0" "161122" "1448" "1448" "022"
"693" "2800493" "5" "4" "161122" "1448" "1448" "022"
"694" "2800409" "4" "1" "161122" "1449" "1449" "022"
"695" "2800414" "0" "1" "161122" "1450" "1450" "022"
"696" "2800429" "7" "4" "161122" "1451" "1451" "022"
"697" "2800434" "1" "0" "161122" "1451" "1451" "022"
"698" "2800449" "2" "0" "161122" "1452" "1452" "022"
"699" "2800469" "7" "2" "161122" "1452" "1452" "022"
"700" "2800474" "8" "5" "161122" "1453" "1453" "022"
"701" "2800410" "1" "2" "161122" "1454" "1454" "022"
"702" "2800430" "3" "2" "161122" "1455" "1455" "022"
"703" "2800435" "2" "0" "161122" "1458" "1458" "022"
"704" "2800450" "2" "2" "161122" "1459" "1459" "022"
"705" "2800455" "0" "1" "161122" "1459" "1459" "022"
"706" "2800470" "1" "1" "161122" "1500" "1500" "022"
"707" "2800475" "1" "0" "161122" "1500" "1500" "022"
"708" "2800490" "1" "1" "161122" "1501" "1501" "022"
"709" "2800495" "4" "0" "161122" "1501" "1501" "022"
"710" "2800306" "15" "3" "161122" "1502" "1502" "022"
"711" "2800326" "18" "20" "161122" "1504" "1504" "022"
"712" "2800346" "4" "1" "161122" "1505" "1505" "022"
"713" "2800366" "7" "4" "161122" "1506" "1506" "022"
"714" "2800386" "7" "5" "161122" "1508" "1508" "022"
"715" "2800391" "1" "0" "161122" "1508" "1508" "022"
"716" "2800307" "2" "0" "161122" "1509" "1509" "022"
"717" "2800312" "0" "1" "161122" "1510" "1510" "022"
"718" "2800327" "13" "12" "161122" "1511" "1511" "022"
"719" "2800367" "5" "6" "161122" "1512" "1512" "022"
"720" "2800387" "5" "5" "161122" "1513" "1513" "022"
"721" "2800616" "2" "3" "161122" "1519" "1519" "022"
"722" "2800636" "2" "5" "161122" "1519" "1519" "022"
"723" "2800676" "6" "1" "161122" "1520" "1520" "022"
"724" "2800696" "1" "0" "161122" "1520" "1520" "022"
"725" "2800617" "2" "1" "161122" "1521" "1521" "022"
"726" "2800657" "2" "8" "161122" "1521" "1521" "022"
"727" "2800677" "0" "2" "161122" "1522" "1522" "022"
"728" "2800697" "2" "7" "161122" "1523" "1523" "022"
"729" "2800638" "1" "0" "161122" "1523" "1523" "022"
"730" "2800658" "2" "0" "161122" "1523" "1523" "022"
"731" "2800678" "4" "3" "161122" "1524" "1524" "022"
"732" "2800698" "3" "1" "161122" "1525" "1525" "022"
"733" "2800619" "7" "4" "161122" "1525" "1525" "022"
"734" "2800639" "2" "0" "161122" "1526" "1526" "022"
"735" "2800659" "2" "1" "161122" "1526" "1526" "022"
"736" "2800679" "2" "3" "161122" "1527" "1527" "022"
"737" "2800699" "2" "4" "161122" "1527" "1527" "022"
"738" "2800656" "1" "1" "161122" "1528" "1528" "022"
"739" "2800599" "2" "1" "161122" "1528" "1528" "022"
"740" "2800536" "1" "2" "161122" "1529" "1529" "022"
"741" "2800519" "4" "3" "161122" "1529" "1529" "022"
"742" "2800576" "5" "7" "161122" "1530" "1530" "022"
"743" "2800517" "2" "5" "161122" "1531" "1531" "022"
"744" "2800596" "1" "1" "161122" "1531" "1531" "022"
"745" "2800577" "0" "1" "161122" "1532" "1532" "022"
"746" "2800597" "4" "5" "161122" "1533" "1533" "022"
"747" "2800580" "0" "1" "161122" "1533" "1533" "022"
"748" "2800540" "4" "2" "161122" "1533" "1533" "022"
"749" "2800498" "1" "1" "161122" "1534" "1534" "022"
"750" "2800479" "2" "2" "161122" "1534" "1534" "022"
"751" "2800606" "2" "2" "171122" "1531" "1531" "022"
"752" "2800611" "4" "5" "171122" "1531" "1531" "022"
"753" "2800621" "0" "2" "171122" "1532" "1532" "022"
"754" "2800631" "1" "1" "171122" "1532" "1532" "022"
"755" "2800651" "2" "3" "171122" "1532" "1532" "022"
"756" "2800671" "5" "0" "171122" "1533" "1533" "022"
"757" "2800691" "3" "2" "171122" "1534" "1534" "022"
"758" "2800612" "1" "2" "171122" "1534" "1534" "022"
"759" "2800632" "1" "5" "171122" "1535" "1535" "022"
"760" "2800652" "4" "3" "171122" "1535" "1535" "022"
"761" "2800672" "5" "4" "171122" "1536" "1536" "022"
"762" "2800687" "2" "0" "171122" "1537" "1537" "022"
"763" "2800692" "2" "2" "171122" "1537" "1537" "022"
"764" "2800603" "1" "1" "171122" "1538" "1538" "022"
"765" "2800613" "2" "4" "171122" "1538" "1538" "022"
"766" "2800628" "3" "1" "171122" "1539" "1539" "022"
"767" "2800633" "2" "3" "171122" "1540" "1540" "022"
"768" "2800643" "1" "0" "171122" "1540" "1540" "022"
"769" "2800653" "4" "2" "171122" "1541" "1541" "022"
"770" "2800673" "2" "2" "171122" "1542" "1542" "022"
"771" "2800688" "0" "1" "171122" "1542" "1542" "022"
"772" "2800693" "2" "2" "171122" "1543" "1543" "022"
"773" "2800604" "2" "2" "171122" "1543" "1543" "022"
"774" "2800614" "1" "4" "171122" "1544" "1544" "022"
"775" "2800634" "3" "1" "171122" "1548" "1548" "022"
"776" "2800644" "0" "1" "171122" "1548" "1548" "022"
"777" "2800654" "2" "4" "171122" "1549" "1549" "022"
"778" "2800674" "2" "3" "171122" "1550" "1550" "022"
"779" "2800684" "0" "1" "171122" "1550" "1550" "022"
"780" "2800694" "2" "1" "171122" "1551" "1551" "022"
"781" "2800511" "1" "1" "171122" "1552" "1552" "022"
"782" "2800526" "6" "8" "171122" "1552" "1552" "022"
"783" "2800531" "1" "1" "171122" "1553" "1553" "022"
"784" "2800571" "4" "3" "171122" "1554" "1554" "022"
"785" "2800591" "3" "2" "171122" "1554" "1554" "022"
"786" "2800507" "0" "1" "171122" "1555" "1555" "022"
"787" "2800512" "2" "4" "171122" "1555" "1555" "022"
"788" "2800532" "1" "1" "171122" "1556" "1556" "022"
"789" "2800552" "2" "5" "171122" "1556" "1556" "022"
"790" "2800567" "0" "2" "171122" "1557" "1557" "022"
"791" "2800572" "1" "3" "171122" "1557" "1557" "022"
"792" "2800592" "6" "2" "171122" "1558" "1558" "022"
"793" "2800513" "5" "0" "171122" "1558" "1558" "022"
"794" "2800533" "3" "2" "171122" "1559" "1559" "022"
"795" "2800553" "2" "4" "171122" "1559" "1559" "022"
"796" "2800593" "3" "2" "171122" "1603" "1603" "022"
"797" "2800514" "1" "1" "171122" "1604" "1604" "022"
"798" "2800529" "1" "0" "171122" "1604" "1604" "022"
"799" "2800534" "2" "1" "171122" "1604" "1604" "022"
"800" "2800554" "1" "0" "171122" "1605" "1605" "022"
"801" "2800574" "3" "5" "171122" "1605" "1605" "022"
"802" "2800589" "6" "6" "171122" "1606" "1606" "022"
"803" "2800515" "5" "3" "171122" "1607" "1607" "022"
"804" "2800530" "4" "0" "171122" "1607" "1607" "022"
"805" "2800555" "5" "1" "171122" "1608" "1608" "022"
"806" "2800575" "2" "1" "171122" "1609" "1609" "022"
"807" "2800590" "7" "4" "171122" "1609" "1609" "022"
"808" "2800595" "5" "2" "171122" "1610" "1610" "022"
"809" "2800431" "2" "5" "171122" "1611" "1611" "022"
"810" "2800446" "12" "6" "171122" "1612" "1612" "022"
"811" "2800466" "0" "1" "171122" "1612" "1612" "022"
"812" "2800471" "0" "1" "171122" "1613" "1613" "022"
"813" "2800486" "10" "6" "171122" "1614" "1614" "022"
"814" "2800491" "1" "0" "171122" "1614" "1614" "022"
"815" "2800407" "0" "3" "171122" "1618" "1618" "022"
"816" "2800412" "4" "4" "171122" "1619" "1619" "022"
"817" "2800427" "2" "12" "171122" "1620" "1620" "022"
"818" "2800452" "5" "2" "171122" "1620" "1620" "022"
"819" "2800467" "0" "1" "171122" "1621" "1621" "022"
"820" "2800472" "4" "2" "171122" "1621" "1621" "022"
"821" "2800408" "1" "1" "171122" "1622" "1622" "022"
"822" "2800413" "2" "1" "171122" "1622" "1622" "022"
"823" "2800433" "0" "2" "171122" "1622" "1622" "022"
"824" "2800468" "2" "0" "171122" "1623" "1623" "022"
"825" "2800473" "2" "5" "171122" "1623" "1623" "022"
"826" "2800493" "8" "10" "171122" "1624" "1624" "022"
"827" "2800409" "0" "1" "171122" "1625" "1625" "022"
"828" "2800414" "0" "5" "171122" "1626" "1626" "022"
"829" "2800429" "1" "0" "171122" "1626" "1626" "022"
"830" "2800434" "2" "0" "171122" "1627" "1627" "022"
"831" "2800454" "2" "1" "171122" "1627" "1627" "022"
"832" "2800474" "1" "3" "171122" "1628" "1628" "022"
"833" "2800489" "0" "1" "171122" "1628" "1628" "022"
"834" "2800494" "4" "2" "171122" "1629" "1629" "022"
"835" "2800410" "8" "6" "171122" "1629" "1629" "022"
"836" "2800415" "1" "0" "171122" "1630" "1630" "022"
"837" "2800435" "1" "2" "171122" "1633" "1633" "022"
"838" "2800450" "11" "10" "171122" "1634" "1634" "022"
"839" "2800455" "1" "2" "171122" "1635" "1635" "022"
"840" "2800470" "0" "1" "171122" "1635" "1635" "022"
"841" "2800475" "2" "5" "171122" "1636" "1636" "022"
"842" "2800490" "7" "8" "171122" "1636" "1636" "022"
"843" "2800495" "4" "2" "171122" "1637" "1637" "022"
"844" "2800306" "1" "1" "171122" "1637" "1637" "022"
"845" "2800326" "1" "2" "171122" "1638" "1638" "022"
"846" "2800331" "0" "1" "171122" "1638" "1638" "022"
"847" "2800346" "2" "0" "171122" "1639" "1639" "022"
"848" "2800366" "1" "0" "171122" "1639" "1639" "022"
"849" "2800386" "0" "1" "171122" "1639" "1639" "022"
"850" "2800371" "0" "1" "171122" "1640" "1640" "022"
"851" "2800391" "6" "3" "171122" "1641" "1641" "022"
"852" "2800307" "1" "0" "171122" "1641" "1641" "022"
"853" "2800312" "8" "3" "171122" "1642" "1642" "022"
"854" "2800327" "3" "1" "171122" "1642" "1642" "022"
"855" "2800332" "0" "2" "171122" "1643" "1643" "022"
"856" "2800367" "16" "16" "171122" "1644" "1644" "022"
"857" "2800372" "3" "1" "171122" "1645" "1645" "022"
"858" "2800387" "1" "0" "171122" "1645" "1645" "022"
"859" "2800392" "1" "2" "171122" "1645" "1645" "022"
"860" "2800636" "3" "3" "171122" "1652" "1652" "022"
"861" "2800676" "2" "1" "171122" "1652" "1652" "022"
"862" "2800696" "2" "1" "171122" "1653" "1653" "022"
"863" "2800617" "0" "3" "171122" "1653" "1653" "022"
"864" "2800657" "0" "3" "171122" "1654" "1654" "022"
"865" "2800677" "3" "0" "171122" "1654" "1654" "022"
"866" "2800697" "3" "0" "171122" "1654" "1654" "022"
"867" "2800658" "3" "1" "171122" "1655" "1655" "022"
"868" "2800678" "1" "1" "171122" "1656" "1656" "022"
"869" "2800698" "1" "1" "171122" "1656" "1656" "022"
"870" "2800619" "1" "1" "171122" "1657" "1657" "022"
"871" "2800639" "0" "1" "171122" "1657" "1657" "022"
"872" "2800659" "4" "3" "171122" "1657" "1657" "022"
"873" "2800679" "1" "2" "171122" "1658" "1658" "022"
"874" "2800699" "1" "3" "171122" "1658" "1658" "022"
"875" "2800656" "0" "2" "171122" "1659" "1659" "022"
"876" "2800637" "1" "0" "171122" "1700" "1700" "022"
"877" "2800618" "0" "2" "171122" "1700" "1700" "022"
"878" "2800599" "4" "0" "171122" "1701" "1701" "022"
"879" "2800536" "0" "1" "171122" "1701" "1701" "022"
"880" "2800519" "1" "0" "171122" "1702" "1702" "022"
"881" "2800576" "1" "0" "171122" "1702" "1702" "022"
"882" "2800517" "4" "3" "171122" "1703" "1703" "022"
"883" "2800577" "2" "0" "171122" "1703" "1703" "022"
"884" "2800597" "5" "4" "171122" "1704" "1704" "022"
"885" "2800559" "1" "0" "171122" "1704" "1704" "022"
"886" "2800580" "2" "1" "171122" "1705" "1705" "022"
"887" "2800436" "1" "0" "171122" "1705" "1705" "022"
"888" "2800540" "4" "2" "171122" "1706" "1706" "022"
"889" "2800477" "1" "5" "171122" "1706" "1706" "022"
"890" "2800498" "8" "5" "171122" "1707" "1707" "022"
"891" "2800460" "0" "1" "171122" "1707" "1707" "022"
"892" "2800479" "3" "0" "171122" "1708" "1708" "022"
"893" "2800397" "7" "4" "171122" "1709" "1709" "022"
"894" "2800317" "1" "1" "171122" "1710" "1710" "022"
"895" "2800606" "1" "0" "181122" "1555" "1555" "022"
"896" "2800611" "0" "5" "181122" "1555" "1555" "022"
"897" "2800621" "1" "3" "181122" "1556" "1556" "022"
"898" "2800641" "0" "1" "181122" "1556" "1556" "022"
"899" "2800651" "8" "3" "181122" "1557" "1557" "022"
"900" "2800666" "0" "1" "181122" "1558" "1558" "022"
"901" "2800691" "3" "2" "181122" "1559" "1559" "022"
"902" "2800607" "1" "1" "181122" "1559" "1559" "022"
"903" "2800612" "1" "1" "181122" "1559" "1559" "022"
"904" "2800627" "1" "0" "181122" "1600" "1600" "022"
"905" "2800632" "2" "6" "181122" "1601" "1601" "022"
"906" "2800652" "3" "1" "181122" "1601" "1601" "022"
"907" "2800672" "1" "0" "181122" "1602" "1602" "022"
"908" "2800692" "2" "2" "181122" "1602" "1602" "022"
"909" "2800603" "0" "1" "181122" "1603" "1603" "022"
"910" "2800613" "5" "0" "181122" "1603" "1603" "022"
"911" "2800628" "0" "1" "181122" "1604" "1604" "022"
"912" "2800633" "0" "3" "181122" "1604" "1604" "022"
"913" "2800643" "1" "4" "181122" "1605" "1605" "022"
"914" "2800653" "1" "1" "181122" "1605" "1605" "022"
"915" "2800663" "1" "0" "181122" "1606" "1606" "022"
"916" "2800673" "0" "2" "181122" "1606" "1606" "022"
"917" "2800693" "1" "4" "181122" "1607" "1607" "022"
"918" "2800604" "0" "1" "181122" "1607" "1607" "022"
"919" "2800614" "5" "2" "181122" "1608" "1608" "022"
"920" "2800624" "1" "2" "181122" "1608" "1608" "022"
"921" "2800629" "1" "0" "181122" "1609" "1609" "022"
"922" "2800634" "3" "3" "181122" "1613" "1613" "022"
