"Line" "Population" "Treatment" "Setup" "Sex" "Embryo" "Total_Flies" "Dates" "Counts"
"2399" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2021.12.27" 5
"2400" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2021.12.28" 7
"2401" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2021.12.29" 0
"2402" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2021.12.30" 0
"2403" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2021.12.31" 0
"2404" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.01" 0
"2405" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.02" 0
"2406" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.03" 0
"2407" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.04" 0
"2408" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.05" 0
"2409" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.06" 0
"2410" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.07" 0
"2411" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.08" 0
"2412" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.09" 0
"2413" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.10" 0
"2414" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.11" 0
"2415" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.12" 0
"2416" 34 "9Z" "10mM" "2021-12-15" "F" 25 12 "X2022.01.13" 0
"2417" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.26" 0
"2418" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.27" 0
"2419" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.28" 1
"2420" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.29" 4
"2421" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.30" 2
"2422" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2021.12.31" 2
"2423" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.01" 0
"2424" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.02" 3
"2425" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.03" 2
"2426" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.04" 0
"2427" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.05" 0
"2428" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.06" 0
"2429" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.07" 0
"2430" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.08" 0
"2431" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.09" 0
"2432" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.10" 0
"2433" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.11" 0
"2434" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.12" 0
"2435" 35 "9Z" "10mM" "2021-12-15" "M" 25 14 "X2022.01.13" 0
"2436" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.26" 0
"2437" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.27" 0
"2438" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.28" 1
"2439" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.29" 1
"2440" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.30" 1
"2441" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2021.12.31" 2
"2442" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.01" 1
"2443" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.02" 1
"2444" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.03" 1
"2445" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.04" 0
"2446" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.05" 0
"2447" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.06" 0
"2448" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.07" 0
"2449" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.08" 0
"2450" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.09" 0
"2451" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.10" 0
"2452" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.11" 0
"2453" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.12" 0
"2454" 35 "9Z" "10mM" "2021-12-15" "F" 25 8 "X2022.01.13" 0
"2455" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.26" 0
"2456" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.27" 0
"2457" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.28" 2
"2458" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.29" 2
"2459" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.30" 4
"2460" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.31" 0
"2461" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.01" 0
"2462" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.02" 0
"2463" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.03" 0
"2464" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.04" 0
"2465" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.05" 0
"2466" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.06" 0
"2467" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.07" 0
"2468" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.08" 0
"2469" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.09" 0
"2470" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.10" 0
"2471" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.11" 0
"2472" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.12" 0
"2473" 36 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.13" 0
"2474" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.26" 0
"2475" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.27" 0
"2476" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.28" 1
"2477" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.29" 2
"2478" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.30" 0
"2479" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2021.12.31" 0
"2480" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.01" 0
"2481" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.02" 0
"2482" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.03" 0
"2483" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.04" 0
"2484" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.05" 0
"2485" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.06" 0
"2486" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.07" 0
"2487" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.08" 0
"2488" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.09" 0
"2489" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.10" 0
"2490" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.11" 0
"2491" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.12" 0
"2492" 36 "9Z" "10mM" "2021-12-15" "F" 25 3 "X2022.01.13" 0
"2493" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.26" 0
"2494" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.27" 0
"2495" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.28" 0
"2496" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.29" 0
"2497" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.30" 0
"2498" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2021.12.31" 0
"2499" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.01" 0
"2500" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.02" 0
"2501" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.03" 0
"2502" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.04" 0
"2503" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.05" 0
"2504" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.06" 0
"2505" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.07" 0
"2506" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.08" 0
"2507" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.09" 0
"2508" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.10" 0
"2509" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.11" 0
"2510" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.12" 0
"2511" 37 "9Z" "10mM" "2021-12-15" "M" 25 0 "X2022.01.13" 0
"2512" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.26" 0
"2513" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.27" 0
"2514" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.28" 0
"2515" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.29" 0
"2516" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.30" 0
"2517" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2021.12.31" 0
"2518" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.01" 0
"2519" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.02" 0
"2520" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.03" 0
"2521" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.04" 0
"2522" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.05" 1
"2523" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.06" 0
"2524" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.07" 0
"2525" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.08" 0
"2526" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.09" 0
"2527" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.10" 0
"2528" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.11" 1
"2529" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.12" 0
"2530" 37 "9Z" "10mM" "2021-12-15" "F" 25 2 "X2022.01.13" 0
"2531" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.26" 0
"2532" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.27" 0
"2533" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.28" 1
"2534" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.29" 3
"2535" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.30" 5
"2536" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2021.12.31" 1
"2537" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.01" 0
"2538" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.02" 0
"2539" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.03" 1
"2540" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.04" 0
"2541" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.05" 0
"2542" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.06" 0
"2543" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.07" 0
"2544" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.08" 0
"2545" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.09" 0
"2546" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.10" 0
"2547" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.11" 0
"2548" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.12" 0
"2549" 38 "9Z" "10mM" "2021-12-15" "M" 25 11 "X2022.01.13" 0
"2550" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.26" 0
"2551" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.27" 0
"2552" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.28" 5
"2553" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.29" 6
"2554" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.30" 4
"2555" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2021.12.31" 1
"2556" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.01" 3
"2557" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.02" 0
"2558" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.03" 1
"2559" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.04" 0
"2560" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.05" 0
"2561" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.06" 0
"2562" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.07" 0
"2563" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.08" 0
"2564" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.09" 0
"2565" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.10" 0
"2566" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.11" 0
"2567" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.12" 0
"2568" 38 "9Z" "10mM" "2021-12-15" "F" 25 20 "X2022.01.13" 0
"2569" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.26" 0
"2570" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.27" 0
"2571" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.28" 0
"2572" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.29" 0
"2573" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.30" 4
"2574" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2021.12.31" 5
"2575" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.01" 0
"2576" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.02" 2
"2577" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.03" 0
"2578" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.04" 0
"2579" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.05" 1
"2580" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.06" 0
"2581" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.07" 0
"2582" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.08" 0
"2583" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.09" 0
"2584" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.10" 0
"2585" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.11" 0
"2586" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.12" 0
"2587" 39 "9Z" "10mM" "2021-12-15" "M" 25 12 "X2022.01.13" 0
"2588" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.26" 0
"2589" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.27" 0
"2590" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.28" 0
"2591" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.29" 1
"2592" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.30" 2
"2593" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.31" 3
"2594" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.01" 1
"2595" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.02" 1
"2596" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.03" 0
"2597" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.04" 0
"2598" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.05" 0
"2599" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.06" 0
"2600" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.07" 0
"2601" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.08" 0
"2602" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.09" 0
"2603" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.10" 1
"2604" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.11" 0
"2605" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.12" 0
"2606" 39 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.13" 0
"2607" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.26" 0
"2608" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.27" 4
"2609" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.28" 0
"2610" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.29" 3
"2611" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.30" 0
"2612" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2021.12.31" 0
"2613" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.01" 0
"2614" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.02" 0
"2615" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.03" 0
"2616" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.04" 0
"2617" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.05" 0
"2618" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.06" 0
"2619" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.07" 0
"2620" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.08" 0
"2621" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.09" 0
"2622" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.10" 0
"2623" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.11" 0
"2624" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.12" 0
"2625" 40 "9Z" "10mM" "2021-12-15" "M" 25 7 "X2022.01.13" 0
"2626" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.26" 1
"2627" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.27" 4
"2628" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.28" 4
"2629" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.29" 2
"2630" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.30" 0
"2631" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2021.12.31" 0
"2632" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.01" 0
"2633" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.02" 0
"2634" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.03" 0
"2635" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.04" 0
"2636" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.05" 0
"2637" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.06" 0
"2638" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.07" 0
"2639" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.08" 0
"2640" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.09" 0
"2641" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.10" 0
"2642" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.11" 0
"2643" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.12" 0
"2644" 40 "9Z" "10mM" "2021-12-15" "F" 25 11 "X2022.01.13" 0
"2645" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.26" 0
"2646" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.27" 0
"2647" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.28" 3
"2648" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.29" 2
"2649" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.30" 2
"2650" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2021.12.31" 0
"2651" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.01" 0
"2652" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.02" 0
"2653" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.03" 0
"2654" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.04" 1
"2655" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.05" 0
"2656" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.06" 0
"2657" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.07" 0
"2658" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.08" 0
"2659" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.09" 0
"2660" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.10" 0
"2661" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.11" 0
"2662" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.12" 0
"2663" 41 "9Z" "10mM" "2021-12-15" "M" 25 8 "X2022.01.13" 0
"2664" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.26" 0
"2665" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.27" 0
"2666" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.28" 6
"2667" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.29" 3
"2668" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.30" 0
"2669" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2021.12.31" 0
"2670" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.01" 0
"2671" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.02" 0
"2672" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.03" 0
"2673" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.04" 0
"2674" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.05" 0
"2675" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.06" 0
"2676" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.07" 0
"2677" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.08" 0
"2678" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.09" 0
"2679" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.10" 0
"2680" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.11" 0
"2681" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.12" 0
"2682" 41 "9Z" "10mM" "2021-12-15" "F" 25 9 "X2022.01.13" 0
"2683" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.26" 0
"2684" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.27" 0
"2685" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.28" 0
"2686" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.29" 1
"2687" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.30" 0
"2688" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2021.12.31" 0
"2689" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.01" 0
"2690" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.02" 0
"2691" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.03" 0
"2692" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.04" 0
"2693" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.05" 0
"2694" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.06" 0
"2695" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.07" 0
"2696" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.08" 0
"2697" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.09" 0
"2698" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.10" 0
"2699" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.11" 0
"2700" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.12" 0
"2701" 42 "9Z" "10mM" "2021-12-15" "M" 25 1 "X2022.01.13" 0
"2702" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.26" 0
"2703" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.27" 0
"2704" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.28" 0
"2705" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.29" 1
"2706" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.30" 0
"2707" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2021.12.31" 0
"2708" 42 "9Z" "10mM" "2021-12-15" "F" 25 1 "X2022.01.01" 0
