"BC7" "NumDead" "DateDDMMYY" "TimeHHMM" "ScanYYMMDDHHMM" "ScanExperimenter"
"255" "2800318" "20" "231122" "1028" "2211231028" "022"
"256" "2800373" "19" "231122" "1029" "2211231029" "022"
"257" "2800323" "20" "231122" "1029" "2211231029" "022"
"258" "2800368" "20" "231122" "1030" "2211231030" "022"
"259" "2800370" "17" "231122" "1030" "2211231030" "022"
"260" "2800334" "19" "231122" "1031" "2211231031" "022"
"261" "2800384" "17" "231122" "1031" "2211231031" "022"
"262" "2800320" "19" "231122" "1032" "2211231032" "022"
"263" "2800313" "19" "231122" "1033" "2211231033" "022"
"264" "2800363" "18" "231122" "1033" "2211231033" "022"
"265" "2800339" "20" "231122" "1034" "2211231034" "022"
"266" "2800389" "18" "231122" "1034" "2211231034" "022"
"267" "2800315" "20" "231122" "1034" "2211231034" "022"
"268" "2800365" "18" "231122" "1035" "2211231035" "022"
"269" "2800344" "20" "231122" "1036" "2211231036" "022"
"270" "2800394" "18" "231122" "1036" "2211231036" "022"
"271" "2800360" "19" "231122" "1037" "2211231037" "022"
"272" "2800310" "20" "231122" "1037" "2211231037" "022"
"273" "2800358" "20" "231122" "1038" "2211231038" "022"
"274" "2800355" "19" "231122" "1038" "2211231038" "022"
"275" "2800303" "20" "231122" "1039" "2211231039" "022"
"276" "2800308" "19" "231122" "1040" "2211231040" "022"
"277" "2800399" "20" "231122" "1040" "2211231040" "022"
"278" "2800353" "20" "231122" "1041" "2211231041" "022"
"279" "2800305" "20" "231122" "1041" "2211231041" "022"
"280" "2800349" "20" "231122" "1041" "2211231041" "022"
"281" "2800359" "19" "241122" "1019" "2211241019" "022"
"282" "2800343" "20" "241122" "1019" "2211241019" "022"
"283" "2800319" "20" "241122" "1020" "2211241020" "022"
"284" "2800335" "20" "241122" "1020" "2211241020" "022"
"285" "2800380" "20" "241122" "1021" "2211241021" "022"
"286" "2800330" "20" "241122" "1021" "2211241021" "022"
"287" "2800333" "20" "241122" "1022" "2211241022" "022"
"288" "2800383" "20" "241122" "1022" "2211241022" "022"
"289" "2800378" "21" "241122" "1023" "2211241023" "022"
"290" "2800328" "20" "241122" "1023" "2211241023" "022"
"291" "2800329" "20" "241122" "1023" "2211241023" "022"
"292" "2800379" "20" "241122" "1024" "2211241024" "022"
"293" "2800373" "20" "241122" "1024" "2211241024" "022"
"294" "2800370" "20" "241122" "1025" "2211241025" "022"
"295" "2800334" "20" "241122" "1025" "2211241025" "022"
"296" "2800384" "20" "241122" "1025" "2211241025" "022"
"297" "2800313" "20" "241122" "1026" "2211241026" "022"
"298" "2800363" "19" "241122" "1027" "2211241027" "022"
"299" "2800389" "20" "241122" "1027" "2211241027" "022"
"300" "2800365" "21" "241122" "1028" "2211241028" "022"
"301" "2800394" "19" "241122" "1028" "2211241028" "022"
"302" "2800360" "20" "241122" "1029" "2211241029" "022"
"303" "2800308" "20" "241122" "1029" "2211241029" "022"
"304" "2800355" "20" "241122" "1029" "2211241029" "022"
"305" "2800374" "20" "241122" "1029" "2211241029" "022"
"306" "2800375" "19" "241122" "1030" "2211241030" "022"
"307" "2800325" "20" "241122" "1030" "2211241030" "022"
"308" "2800345" "20" "241122" "1030" "2211241030" "022"
"309" "2800309" "20" "241122" "1030" "2211241030" "022"
"310" "2800324" "20" "241122" "1030" "2211241030" "022"
"311" "2800315" "20" "241122" "1030" "2211241030" "022"
"312" "2800368" "20" "241122" "1030" "2211241030" "022"
"313" "2800318" "20" "241122" "1030" "2211241030" "022"
"314" "2800323" "20" "241122" "1030" "2211241030" "022"
"315" "2800338" "21" "241122" "1031" "2211241031" "022"
"316" "2800388" "20" "241122" "1031" "2211241031" "022"
"317" "2800364" "20" "241122" "1031" "2211241031" "022"
"318" "2800314" "20" "241122" "1031" "2211241031" "022"
"319" "2800340" "20" "241122" "1031" "2211241031" "022"
"320" "2800393" "20" "241122" "1031" "2211241031" "022"
"321" "2800305" "20" "241122" "1031" "2211241031" "022"
"322" "2800349" "20" "241122" "1031" "2211241031" "022"
"323" "2800303" "20" "241122" "1032" "2211241032" "022"
"324" "2800353" "20" "241122" "1032" "2211241032" "022"
"325" "2800399" "20" "241122" "1032" "2211241032" "022"
"326" "2800310" "20" "241122" "1032" "2211241032" "022"
"327" "2800358" "20" "241122" "1032" "2211241032" "022"
"328" "2800344" "20" "241122" "1032" "2211241032" "022"
"329" "2800320" "19" "241122" "1032" "2211241032" "022"
"330" "2800339" "20" "241122" "1032" "2211241032" "022"
"331" "2800350" "0" "241122" "1033" "2211241033" "022"
"332" "2800369" "0" "241122" "1033" "2211241033" "022"
"333" "2800304" "0" "241122" "1033" "2211241033" "022"
"334" "2800354" "0" "241122" "1033" "2211241033" "022"
"335" "2800398" "0" "241122" "1033" "2211241033" "022"
"336" "2800348" "0" "241122" "1033" "2211241033" "022"
"337" "2800359" "20" "251122" "1124" "2211251124" "022"
"338" "2800374" "20" "251122" "1124" "2211251124" "022"
"339" "2800375" "19" "251122" "1124" "2211251124" "022"
"340" "2800325" "20" "251122" "1125" "2211251125" "022"
"341" "2800345" "20" "251122" "1125" "2211251125" "022"
"342" "2800309" "20" "251122" "1125" "2211251125" "022"
"343" "2800324" "20" "251122" "1125" "2211251125" "022"
"344" "2800315" "20" "251122" "1125" "2211251125" "022"
"345" "2800368" "20" "251122" "1125" "2211251125" "022"
"346" "2800318" "20" "251122" "1125" "2211251125" "022"
"347" "2800323" "20" "251122" "1125" "2211251125" "022"
"348" "2800338" "21" "251122" "1125" "2211251125" "022"
"349" "2800388" "20" "251122" "1125" "2211251125" "022"
"350" "2800364" "20" "251122" "1125" "2211251125" "022"
"351" "2800314" "20" "251122" "1125" "2211251125" "022"
"352" "2800340" "20" "251122" "1126" "2211251126" "022"
"353" "2800393" "20" "251122" "1126" "2211251126" "022"
"354" "2800305" "20" "251122" "1126" "2211251126" "022"
"355" "2800349" "20" "251122" "1126" "2211251126" "022"
"356" "2800303" "20" "251122" "1126" "2211251126" "022"
"357" "2800353" "20" "251122" "1126" "2211251126" "022"
"358" "2800399" "20" "251122" "1126" "2211251126" "022"
"359" "2800310" "20" "251122" "1126" "2211251126" "022"
"360" "2800358" "20" "251122" "1126" "2211251126" "022"
"361" "2800344" "20" "251122" "1126" "2211251126" "022"
"362" "2800320" "19" "251122" "1126" "2211251126" "022"
"363" "2800339" "20" "251122" "1126" "2211251126" "022"
"364" "2800355" "20" "251122" "1127" "2211251127" "022"
"365" "2800308" "20" "251122" "1127" "2211251127" "022"
"366" "2800360" "20" "251122" "1127" "2211251127" "022"
"367" "2800394" "19" "251122" "1127" "2211251127" "022"
"368" "2800365" "21" "251122" "1127" "2211251127" "022"
"369" "2800389" "20" "251122" "1127" "2211251127" "022"
"370" "2800363" "19" "251122" "1127" "2211251127" "022"
"371" "2800313" "20" "251122" "1127" "2211251127" "022"
"372" "2800384" "20" "251122" "1127" "2211251127" "022"
"373" "2800334" "20" "251122" "1127" "2211251127" "022"
"374" "2800370" "20" "251122" "1127" "2211251127" "022"
"375" "2800373" "20" "251122" "1127" "2211251127" "022"
"376" "2800379" "20" "251122" "1127" "2211251127" "022"
"377" "2800329" "20" "251122" "1127" "2211251127" "022"
"378" "2800328" "20" "251122" "1127" "2211251127" "022"
"379" "2800378" "21" "251122" "1128" "2211251128" "022"
"380" "2800383" "20" "251122" "1128" "2211251128" "022"
"381" "2800333" "20" "251122" "1128" "2211251128" "022"
"382" "2800330" "20" "251122" "1128" "2211251128" "022"
"383" "2800380" "20" "251122" "1128" "2211251128" "022"
"384" "2800335" "20" "251122" "1128" "2211251128" "022"
"385" "2800319" "20" "251122" "1128" "2211251128" "022"
"386" "2800343" "20" "251122" "1128" "2211251128" "022"
"387" "2800350" "0" "251122" "1128" "2211251128" "022"
"388" "2800304" "0" "251122" "1128" "2211251128" "022"
"389" "2800369" "0" "251122" "1129" "2211251129" "022"
"390" "2800354" "0" "251122" "1129" "2211251129" "022"
"391" "2800398" "0" "251122" "1129" "2211251129" "022"
"392" "2800348" "0" "251122" "1129" "2211251129" "022"
"393" "2800350" "0" "181122" "1541" "2211181541" "022"
"394" "2800369" "0" "181122" "1541" "2211181541" "022"
"395" "2800304" "0" "181122" "1541" "2211181541" "022"
"396" "2800354" "0" "181122" "1542" "2211181542" "022"
"397" "2800398" "0" "181122" "1542" "2211181542" "022"
"398" "2800348" "0" "181122" "1542" "2211181542" "022"
"399" "2800345" "0" "181122" "1542" "2211181542" "022"
"400" "2800309" "0" "181122" "1542" "2211181542" "022"
"401" "2800359" "0" "181122" "1542" "2211181542" "022"
"402" "2800393" "0" "181122" "1542" "2211181542" "022"
"403" "2800340" "0" "181122" "1542" "2211181542" "022"
"404" "2800343" "1" "181122" "1542" "2211181542" "022"
"405" "2800314" "0" "181122" "1542" "2211181542" "022"
"406" "2800364" "0" "181122" "1543" "2211181543" "022"
"407" "2800388" "0" "181122" "1543" "2211181543" "022"
"408" "2800319" "0" "181122" "1543" "2211181543" "022"
"409" "2800338" "0" "181122" "1543" "2211181543" "022"
"410" "2800335" "0" "181122" "1543" "2211181543" "022"
"411" "2800380" "0" "181122" "1543" "2211181543" "022"
"412" "2800330" "0" "181122" "1543" "2211181543" "022"
"413" "2800324" "0" "181122" "1543" "2211181543" "022"
"414" "2800333" "0" "181122" "1543" "2211181543" "022"
"415" "2800374" "0" "181122" "1543" "2211181543" "022"
"416" "2800383" "0" "181122" "1543" "2211181543" "022"
"417" "2800378" "0" "181122" "1543" "2211181543" "022"
"418" "2800328" "0" "181122" "1544" "2211181544" "022"
"419" "2800375" "0" "181122" "1544" "2211181544" "022"
"420" "2800329" "0" "181122" "1544" "2211181544" "022"
"421" "2800379" "0" "181122" "1544" "2211181544" "022"
"422" "2800325" "0" "181122" "1544" "2211181544" "022"
"423" "2800318" "0" "181122" "1544" "2211181544" "022"
"424" "2800373" "0" "181122" "1544" "2211181544" "022"
"425" "2800323" "0" "181122" "1544" "2211181544" "022"
"426" "2800368" "0" "181122" "1544" "2211181544" "022"
"427" "2800370" "0" "181122" "1544" "2211181544" "022"
"428" "2800334" "0" "181122" "1544" "2211181544" "022"
"429" "2800384" "0" "181122" "1544" "2211181544" "022"
"430" "2800320" "0" "181122" "1544" "2211181544" "022"
"431" "2800313" "0" "181122" "1545" "2211181545" "022"
"432" "2800363" "0" "181122" "1545" "2211181545" "022"
"433" "2800339" "0" "181122" "1545" "2211181545" "022"
"434" "2800389" "0" "181122" "1545" "2211181545" "022"
"435" "2800315" "0" "181122" "1545" "2211181545" "022"
"436" "2800365" "0" "181122" "1545" "2211181545" "022"
"437" "2800344" "0" "181122" "1545" "2211181545" "022"
"438" "2800394" "0" "181122" "1545" "2211181545" "022"
"439" "2800360" "0" "181122" "1545" "2211181545" "022"
"440" "2800310" "1" "181122" "1545" "2211181545" "022"
"441" "2800358" "0" "181122" "1545" "2211181545" "022"
"442" "2800355" "0" "181122" "1546" "2211181546" "022"
"443" "2800303" "0" "181122" "1546" "2211181546" "022"
"444" "2800308" "0" "181122" "1546" "2211181546" "022"
"445" "2800399" "0" "181122" "1546" "2211181546" "022"
"446" "2800353" "0" "181122" "1546" "2211181546" "022"
"447" "2800305" "0" "181122" "1546" "2211181546" "022"
"448" "2800349" "0" "181122" "1546" "2211181546" "022"
"449" "2800350" "19" "261122" "1223" "2211261223" "ies"
"450" "2800369" "20" "261122" "1223" "2211261223" "ies"
"451" "2800304" "19" "261122" "1223" "2211261223" "ies"
"452" "2800354" "20" "261122" "1224" "2211261224" "ies"
"453" "2800398" "20" "261122" "1224" "2211261224" "ies"
"454" "2800348" "20" "261122" "1224" "2211261224" "ies"
"455" "2800359" "20" "261122" "1225" "2211261225" "ies"
"456" "2800374" "20" "261122" "1225" "2211261225" "ies"
"457" "2800375" "19" "261122" "1225" "2211261225" "ies"
"458" "2800325" "20" "261122" "1225" "2211261225" "ies"
"459" "2800345" "20" "261122" "1225" "2211261225" "ies"
"460" "2800309" "20" "261122" "1225" "2211261225" "ies"
"461" "2800324" "20" "261122" "1225" "2211261225" "ies"
"462" "2800315" "20" "261122" "1225" "2211261225" "ies"
"463" "2800368" "20" "261122" "1225" "2211261225" "ies"
"464" "2800318" "20" "261122" "1225" "2211261225" "ies"
"465" "2800323" "20" "261122" "1225" "2211261225" "ies"
"466" "2800338" "21" "261122" "1225" "2211261225" "ies"
"467" "2800388" "20" "261122" "1225" "2211261225" "ies"
"468" "2800364" "20" "261122" "1225" "2211261225" "ies"
"469" "2800314" "20" "261122" "1225" "2211261225" "ies"
"470" "2800340" "20" "261122" "1225" "2211261225" "ies"
"471" "2800393" "20" "261122" "1226" "2211261226" "ies"
"472" "2800305" "20" "261122" "1226" "2211261226" "ies"
"473" "2800349" "20" "261122" "1226" "2211261226" "ies"
"474" "2800303" "20" "261122" "1226" "2211261226" "ies"
"475" "2800353" "20" "261122" "1226" "2211261226" "ies"
