2632490,20,050221,1110
2632495,20,050221,1110
2632395,19,050221,1111
2632400,19,050221,1111
2632485,17,050221,1112
2632480,18,050221,1113
2632500,19,050221,1113
2632390,19,050221,1113
2632353,20,050221,1114
2632350,20,050221,1114
2632325,20,050221,1115
2632387,20,050221,1115
2632354,20,050221,1115
2632360,20,050221,1115
2632318,20,050221,1116
2632375,20,050221,1116
2632324,20,050221,1116
2632348,20,050221,1116
2632389,20,050221,1117
2632380,20,050221,1117
2632347,20,050221,1117
2632315,20,050221,1118
2632309,20,050221,1119
2632305,20,050221,1119
2632383,20,050221,1119
2632382,20,050221,1119
2632359,20,050221,1120
2632364,20,050221,1120
2632378,20,050221,1120
2632384,20,050221,1121
2632386,20,050221,1121
2632322,20,050221,1121
2632394,20,050221,1121
2632333,20,050221,1122
2632308,20,050221,1122
2632328,20,050221,1122
2632370,20,050221,1123
2632323,19,050221,1123
2632337,20,050221,1124
2632365,20,050221,1125
2632317,20,050221,1125
2632343,20,050221,1126
2632329,20,050221,1126
2632310,20,050221,1126
2632358,20,050221,1126
2632319,20,050221,1127
2632363,20,050221,1127
2632352,20,050221,1127
2632340,20,050221,1128
2632373,20,050221,1128
2632314,20,050221,1128
2632399,20,050221,1129
2632362,20,050221,1129
2632327,19,050221,1129
2632332,21,050221,1131
2632304,20,050221,1131
2632388,20,050221,1131
2632330,20,050221,1132
2632385,20,050221,1132
2632339,20,050221,1132
2632396,20,050221,1133
2632344,20,050221,1133
2632397,20,050221,1133
2632349,19,050221,1134
2632398,20,050221,1134
2632345,20,050221,1134
2632342,20,050221,1135
2632313,20,050221,1135
2632391,20,050221,1135
2632374,20,050221,1136
2632377,20,050221,1136
2632320,20,050221,1136
2632312,20,050221,1137
2632335,20,050221,1137
2632338,20,050221,1137
2632392,20,050221,1137
2632379,20,050221,1138
2632334,20,050221,1138
2632357,20,050221,1138
2632393,20,050221,1139
2632303,20,050221,1139
2632367,20,050221,1139
2632372,20,050221,1140
2632368,20,050221,1140
2632355,20,050221,1140
2632369,20,050221,1140
2632307,19,050221,1141
2632302,20,050221,1141
